,station_id,Relative_Impact,LAT,LNG,rides
91,41000,-0.5968609356773159,41.853206,-87.630968,3966.805479452055
92,41010,-0.7085466697407093,41.966115,-87.6941,1459.372602739726
93,41020,-0.634261460710729,41.929728,-87.708541,6214.789041095891
94,41030,-0.6322380867439547,41.871551,-87.66953,2381.345205479452
95,41040,-0.500295737898455,41.853964,-87.705408,861.4383561643835
96,41050,-0.6764376034941939,42.073153,-87.69073,811.8383561643835
97,41060,-0.5619086626288727,41.839234,-87.665317,1310.0438356164384
98,41070,-0.40649387774957174,41.884321,-87.706155,1140.9205479452055
99,41080,-0.4859343346849966,41.809209,-87.618826,865.1342465753424
100,41090,-0.706806930110552,41.880745,-87.627696,7947.421917808219
101,41120,-0.6346294175696577,41.831677,-87.625826,1316.9287671232876
102,41130,-0.6347821486382608,41.84678,-87.648088,2099.167123287671
103,41140,-0.4375038203574835,41.78013,-87.615546,382.2328767123288
104,41150,-0.5911168329382559,41.804236,-87.704406,2765.9972602739726
105,41160,-0.7063800176780958,41.885678,-87.641782,3484.5616438356165
106,41170,-0.4712019504695008,41.79542,-87.631157,2587.8246575342464
107,41180,-0.5316671186374615,41.965996,-87.708821,1729.7561643835616
108,41190,-0.47711815951223624,42.015876,-87.669092,1319.0520547945205
109,41200,-0.47342057323109404,41.973453,-87.65853,2674.6657534246574
110,41210,-0.6830223388136499,41.936033,-87.653266,2451.9616438356165
111,41220,-0.7023011681605769,41.925051,-87.652866,10190.531506849315
112,41230,-0.4735505504985744,41.810318,-87.63094,2388.8273972602738
113,41240,-0.6490090480662288,41.94738,-87.71906,2389.0849315068494
114,41250,-0.5650009815854741,42.063987,-87.685617,624.0164383561644
115,41260,-0.531896102135992,41.887293,-87.774135,1447.0246575342467
116,41270,-0.5054922412689515,41.816462,-87.619021,781.9616438356164
117,41280,-0.5822678592108355,41.970634,-87.760892,5222.041095890411
118,41290,-0.5651450119533251,41.967901,-87.713065,3355.109589041096
119,41300,-0.5394782907547742,42.001073,-87.661061,4577.558904109589
120,41310,-0.6708991437016937,41.943623,-87.670907,2335.090410958904
121,41320,-0.5180180301725046,41.939751,-87.65338,10294.027397260274
122,41330,-0.6467041747446364,41.961539,-87.743574,2102.9835616438354
123,41340,-0.6883196977329986,41.875568,-87.631722,2392.7123287671234
124,41350,-0.6975700044000042,41.886988,-87.793783,1269.531506849315
125,41360,-0.5220727674853076,41.88422,-87.696234,840.5315068493151
126,41380,-0.5299519927484595,41.983504,-87.65884,3831.980821917808
127,41400,-0.4864606286772833,41.867405,-87.62659,9578.295890410958
128,41410,-0.7068757474959676,41.896075,-87.655214,3243.2246575342465
129,41420,-0.6098049037087213,41.947428,-87.653626,7094.641095890411
130,41430,-0.40530859368185035,41.735372,-87.624717,3265.194520547945
131,41440,-0.7134958806845245,41.947028,-87.674642,1984.2986301369863
132,41450,-0.5460294413187484,41.896671,-87.628176,12420.013698630137
133,41460,-0.7125073195491542,41.954521,-87.674868,2595.4465753424656
134,41480,-0.562537862929324,41.966163,-87.688502,3462.6
135,41490,-0.6255938290148054,41.874039,-87.627479,3311.013698630137
136,41500,-0.6455623057433303,41.961756,-87.675047,2174.1534246575343
137,41510,-0.7037346415995471,41.885586,-87.652193,3093.4301369863015
138,41660,-0.6317184143342571,41.884809,-87.627813,17724.9698630137
139,41670,-0.44126039767028075,41.884904,-87.716523,764.0876712328767
140,41680,-0.6348775848887417,42.02624348,-87.74722084,753.3150684931506
141,41690,-0.7975727496571436,41.853115,-87.626402,1489.945205479452
142,41700,-0.6483441163838176,41.88322,-87.626189,8544.063013698631
